Category	Term	Count	PValue	Genes	Fold_Enrichment	Benjamini	Cluster 
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	68	3.02E-05	"NCBP1, E2F3, THRB, IDE, VPS37A, INTS2, MED23, UBQLN1, CXADR, KDM1B, KLHL7, HSPH1, CASP7, CREB3L2, PARG, API5, ELMSAN1, ESCO1, KRR1, HSP90AA1, SECISBP2, PKN2, SKP2, MPP5, LIG4, ISG20L2, EYA3, PSMA1, FAM222B, EYA1, RFWD3, KDM2A, SMARCA5, BTAF1, USP8, SSH1, RHPN2, FKBP4, MAPKAPK3, RFFL, SOX9, COIL, ATF2, NUMA1, A1CF, STK40, HEXIM1, ETNK1, HSPA8, BRD1, UPF1, PDS5A, ZC3H18, PPHLN1, DTX2, CDC23, BIRC3, SRSF3, GPI, JMJD6, PPID, SALL1, TDG, PAPOLG, DNAJB4, RBM15, DUSP7, PHF6"	1.64	4.33E-03	Cold_low_EL
GOTERM_MF_DIRECT	GO:0005515~protein binding	177	4.83E-05	"NCBP1, ATP1B1, GNPDA1, CNOT8, THRB, IDE, LNX2, MED23, SLC22A11, INTS2, GUCD1, UBQLN1, ITSN1, SSR1, KLHL7, USP54, CASP8AP2, UBXN2B, TRAK1, TLK2, TUBG1, API5, KRR1, CEP85, SOCS2, CSNK1G1, ZNF646, FUT11, SECISBP2, SKP2, SOCS4, ISG20L2, LIG4, MRM1, BICD2, STK4, GCC1, PSMA1, NDEL1, KDM2A, TBRG1, ZNF239, PEX26, TRIM32, TMEM170A, SMARCA5, NEK9, CHORDC1, IL1R1, SSH1, CACUL1, MAPKAPK3, STIP1, ATP6V1B2, RFFL, SOX9, COIL, RIC1, ATF2, TPI1, HEXIM1, GOLPH3L, DNAJA1, GYS1, TMEM30B, BHLHE40, EIF3J, ZNF398, PARD6B, ZC3H18, CDC23, DLAT, FXR2, LIN7A, SRSF3, EIF4E, DNAJB9, PPID, SALL1, TDG, HIVEP1, HSPA13, FBXO33, ATG16L1, DNAJB4, AHSA2, PHF6, DNAJB5, USPL1, E2F3, LTN1, ZMAT3, ALG2, ATL3, VPS37A, CLTC, CXADR, PLEKHB2, BAG5, HSPH1, PCGF3, FAM109A, PEX2, BAG3, CASP7, SETMAR, PARG, SEC24C, KIAA0907, ABCE1, SYNRG, HSP90AA1, LRIF1, CCNF, MPP5, PKN2, MAPK1IP1L, ARRDC4, PURA, EYA3, JOSD1, EYA1, RFWD3, ATG4A, RIPK1, ERN1, UBE2W, CHFR, SERP1, WFIKKN1, USP8, EXOC8, THAP3, FKBP4, AZIN1, CBLL1, GNG12, FAM46A, EDEM1, ZFP36L1, NUMA1, A1CF, STK40, WIPF2, ETNK1, SEC22B, PAFAH1B1, MTMR9, TNPO1, HSPA8, DCTD, TXNIP, GSTA2, TXNL4B, WDTC1, BRD3, UPF1, CCP110, PDS5A, PPHLN1, DTX2, ATP1A1, AMPD2, BIRC3, BIRC2, CISH, MIS12, JMJD6, ZBED4, MEX3C, ABCC2, CCDC117, JMJD4, RBM15, ATP6V0A2, DUSP7, UBXN4"	1.23	1.05E-02	Cold_low_EL
GOTERM_MF_DIRECT	GO:0016874~ligase activity	15	1.51E-04	"LTN1, DTX2, HERC4, CBLL1, LIG4, RFFL, BIRC3, BIRC2, RNF125, RNF114, RFWD3, TRIM32, MEX3C, LIPT2, CHFR"	3.39	2.18E-02	Cold_low_EL
GOTERM_CC_DIRECT	GO:0043234~protein complex	18	1.55E-04	"PARD6B, CCP110, HSP90AA1, FKBP4, PKN2, MPP5, ATP1A1, STIP1, CLTC, BIRC3, CXADR, UBQLN1, SOX9, BIRC2, STK4, RIC1, EYA1, EPS8L2"	2.93	1.47E-02	Cold_low_EL
GOTERM_BP_DIRECT	GO:0006457~protein folding	12	1.91E-04	"BAG5, HSP90AA1, FKBP4, MLEC, PPID, BAG3, HSPA4L, DNAJA1, MOGS, DNAJB4, HSPA8, DNAJB5"	4.06	1.16E-01	Cold_low_EL
GOTERM_MF_DIRECT	GO:0008270~zinc ion binding	35	7.75E-04	"LTN1, THRB, ZNFX1, ZMAT3, IDE, LNX2, ERI2, CBLL1, RFFL, KDM1B, RNF125, ZDHHC23, TP53I3, PCGF3, RSPRY1, PEX2, SETMAR, SLC30A5, SEC24C, DCTD, BRD1, UPF1, DTX2, BIRC3, BIRC2, ZNF2, RNF114, RFWD3, KDM2A, TRIM32, FBXO30, MEX3C, CHFR, CHORDC1, PHF6"	1.82	8.14E-02	Cold_low_EL
GOTERM_CC_DIRECT	GO:0005634~nucleus	106	8.38E-04	"NCBP1, CNOT8, THRB, IDE, KDM1B, KLHL7, TRMT1L, CASP8AP2, UBXN2B, TRAK1, CREB3L2, TLK2, API5, KRR1, CSNK1G1, ZNF646, SKP2, PISD, LIG4, STK4, ZNF2, OGFOD1, PSMA1, KDM2A, ZNF239, TRIM32, TBRG1, SMARCA5, NEK9, TSHZ1, MAPKAPK3, STIP1, SOX9, COIL, ATF2, TPI1, HEXIM1, MTPN, DNAJA1, SLC30A5, BHLHE40, PLAGL2, ZNF398, PARD6B, ZBTB41, FXR2, ZSCAN2, PPID, SALL1, TDG, HIVEP1, DNAJB5, PHF6, E2F3, ZNFX1, ALG2, BAG5, PCGF3, P4HA2, CASP7, SETMAR, PARG, ELMSAN1, KIAA0907, ZNF280B, HSP90AA1, ZBTB21, ZNF354A, LRIF1, CCNF, PKN2, ZNF142, HERC4, PURA, EYA3, EYA1, RFWD3, NCOA4, UBE2W, PPM1M, CHFR, THAP5, TRA2A, AZIN1, ZFP36L1, NUMA1, UFM1, TNPO1, HSPA8, TXNIP, BRD1, WDTC1, UPF1, BRD3, PDS5A, ZNF770, BIRC3, BIRC2, MIS12, RNF114, JMJD6, ZBED4, HSPA4L, MEX3C, PAPOLG, FAM220A"	1.31	5.84E-02	Cold_low_EL
GOTERM_MF_DIRECT	GO:0061630~ubiquitin protein ligase activity	11	1.04E-03	"RNF125, RNF114, LTN1, CACUL1, TRIM32, FBXO30, SKP2, UBE2W, RFFL, CBLL1, CHFR"	3.58	8.70E-02	Cold_low_EL
GOTERM_BP_DIRECT	GO:1900034~regulation of cellular response to heat	7	1.43E-03	"BAG5, HSPH1, HSP90AA1, FKBP4, BAG3, CHORDC1, HSPA8"	5.68	4.59E-01	Cold_low_EL
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	101	1.89E-03	"NCBP1, GNPDA1, IDE, UBQLN1, KLHL7, CASP8AP2, CPOX, TRAK1, TUBG1, API5, CEP85, KRR1, CSNK1G1, SOCS2, SKP2, SOCS4, LIG4, STK4, BICD2, GCC1, OGFOD1, PSMA1, TRIM32, NEK9, NEK4, EPS8L2, SSH1, NAGS, RHPN2, MAPKAPK3, RFFL, ATF2, HEXIM1, FGD4, PARD6B, FXR2, SRSF3, DNAJB9, EIF4E, PPID, SALL1, DNAJB4, E2F3, ALG2, VPS37A, CXADR, HSPH1, DCAF12, SMAP1, P4HA2, SLC23A2, BAG3, CASP7, EEF2K, PARG, FTSJ1, ABCE1, SYNRG, HSP90AA1, PKN2, MPP5, HERC4, PURA, EYA3, EYA1, JOSD1, RFWD3, RIPK1, ATG4A, ERN1, UBE2W, AOC2, TAPT1, USP8, EXOC8, FKBP4, AZIN1, TYW5, ZFP36L1, NUMA1, STK40, A1CF, UFM1, ETNK1, MTMR9, TNPO1, TXNIP, DCTD, UPF1, PPHLN1, DTX2, BIRC3, BIRC2, CISH, GPI, ZBED4, MEX3C, HSPA4L, PAPOLG, ATP6V0A2, UBXN4"	1.30	1.03E-01	Cold_low_EL
GOTERM_CC_DIRECT	GO:0043209~myelin sheath	9	2.00E-03	"GPI, ATP1B1, HSP90AA1, STIP1, ATP1A1, ATP6V1B2, DLAT, CLTC, HSPA8"	3.97	9.15E-02	Cold_low_EL
GOTERM_MF_DIRECT	GO:0003723~RNA binding	19	4.04E-03	"KIAA0907, NCBP1, CNOT8, UPF1, ZMAT3, FXR2, MRM1, PURA, SRSF3, ADAT1, PSMA1, EYA1, TRMT1L, A1CF, JMJD6, ZNF239, TRIM32, MEX3C, PAPOLG"	2.12	2.56E-01	Cold_low_EL
GOTERM_CC_DIRECT	GO:0043231~intracellular membrane-bounded organelle	18	4.27E-03	"BTAF1, PPHLN1, RHPN2, TRA2A, VPS37A, ATP1A1, ATP6V1B2, CLTC, RNF125, UGT2B17, P4HA2, CASP7, CYP7A1, TBRG1, UGT2B4, PARG, HSPA13, UGT2B7"	2.16	1.61E-01	Cold_low_EL
GOTERM_BP_DIRECT	GO:0000132~establishment of mitotic spindle orientation	4	4.64E-03	"EYA1, NUMA1, NDEL1, PAFAH1B1"	11.59	7.76E-01	Cold_low_EL
GOTERM_MF_DIRECT	GO:0044822~poly(A) RNA binding	31	5.93E-03	"NCBP1, ZNFX1, ZMAT3, FKBP4, TRA2A, STIP1, CLTC, FAM46A, ZFP36L1, TRMT1L, TNPO1, API5, MEPCE, HSPA8, KRR1, UPF1, HSP90AA1, ZC3H18, PPHLN1, SECISBP2, PKN2, ISG20L2, FXR2, MRM1, PURA, SRSF3, EIF4E, PTCD1, MEX3C, RBM15, PHF6"	1.67	3.11E-01	Cold_low_EL
GOTERM_BP_DIRECT	GO:0016567~protein ubiquitination	14	6.50E-03	"WDTC1, SOCS2, DTX2, CCNF, SOCS4, CBLL1, BIRC3, CISH, KLHL7, DCAF12, RFWD3, TRIM32, FBXO30, FBXO33"	2.37	8.13E-01	Cold_low_EL
GOTERM_BP_DIRECT	GO:0035562~negative regulation of chromatin binding	3	8.92E-03	"BTAF1, TDG, MEPCE"	20.28	8.54E-01	Cold_low_EL
GOTERM_CC_DIRECT	GO:0005730~nucleolus	62	4.71E-32	"LYAR, RBM15B, TCOF1, WDR74, WDR75, RRP1B, RRN3, GRWD1, AEN, HMOX1, URB1, PUM3, DDX21, HIRIP3, SAP30L, TSEN2, TWISTNB, MDN1, FTSJ3, GNL3, NOL6, GTPBP4, EMG1, ZDHHC7, TP53, POLR1A, DIEXF, POLR1B, MRTO4, RSL1D1, NOP2, RCC2, MYBBP1A, TNFAIP1, PNMA1, UTP4, MIDN, NOC3L, BMS1, HNRNPM, DHX15, SPATA2, WDR12, USP36, NAT10, NSUN2, RBM28, NSUN5, NKRF, PDCD11, RRP12, TSR1, PAK1IP1, PNO1, ARID3A, HEATR1, NOP14, NOLC1, NOP16, PSPC1, NOP58, NOP56"	6.31	1.23E-29	IBA_high
GOTERM_MF_DIRECT	GO:0044822~poly(A) RNA binding	68	3.67E-30	"ABCF1, LYAR, U2AF2, RBM15B, TCOF1, NAA15, EIF5B, PKM, FUBP1, WDR75, RRP1B, GRWD1, URB1, USP10, PUM3, DDX21, FTSJ3, GNL3, NOL6, GTPBP4, EMG1, RRP7A, G3BP1, DIEXF, CCT6A, YTHDF1, MRTO4, RSL1D1, UBE2O, NOP2, RCC2, EIF2S1, FARSA, MYBBP1A, ALDOA, UTP4, NOC3L, BMS1, HNRNPM, DDX49, DHX15, NAT10, USP36, NSUN2, RBM28, NSUN5, HNRNPAB, TES, GEMIN5, NKRF, PDCD11, TCP1, RRP12, TSR1, PNO1, HEATR1, RNPS1, PWP2, NOP14, DDX55, NOLC1, NOP16, PPRC1, PSPC1, POP1, NOP58, GPATCH4, NOP56"	5.11	1.24E-27	IBA_high
GOTERM_BP_DIRECT	GO:0006364~rRNA processing	23	1.48E-14	"NOL6, UTP4, PDCD11, TSR1, EMG1, RRP7A, PNO1, NOB1, HEATR1, DIEXF, BMS1, PWP2, MRTO4, NOP14, WDR75, RRP1B, NOLC1, DDX49, NOP58, WDR12, DDX21, NOP56, MDN1"	8.85	1.47E-11	IBA_high
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	77	3.30E-14	"ABCF1, RBM15B, U2AF2, CAD, FUBP1, WDR75, RRN3, AEN, WDR77, USP10, PUM3, DDX21, SAP30L, TWISTNB, TSEN2, GNL3, ANAPC1, NOL6, PDXK, EMG1, RRP7A, ZDHHC7, TP53, POLR1A, DIEXF, VEZT, POLR1B, TRMT61A, MRTO4, PPM1G, GTF2I, MYBBP1A, PTAFR, UTP4, NOB1, UGDH, MKNK1, BMS1, SLX4, HNRNPM, NUP214, DDX49, SQSTM1, WDR12, NAT10, NSUN2, GEMIN5, HNRNPAB, NKRF, PDCD11, EHMT1, TSR1, PAK1IP1, PNO1, ARPP19, ARID3A, TRIM27, LMNA, RNPS1, HEATR1, PWP2, POLR3E, NOP14, DOT1L, HDAC4, NOLC1, RNF4, PPP1R8, ID1, PSPC1, PPRC1, POP1, DNMT1, NOP58, NOP56, ID3, IPPK"	2.41	4.32E-12	IBA_high
GOTERM_CC_DIRECT	GO:0005634~nucleus	108	3.60E-11	"CNOT9, MAEA, U2AF2, NAA15, EIF5B, SGMS1, WDR82, WDR74, CIPC, WDR77, HIRIP3, DDX21, SAP30L, SS18L1, GNL3, GTPBP4, PDXK, EMG1, EXD2, MRTO4, RCC2, EIF2S1, TELO2, MYBBP1A, ALDOA, NOC3L, NAT10, HNRNPAB, NKRF, PELI1, EHMT1, TSR1, SMG5, ARID3A, RNPS1, HEATR1, KCTD5, NOP14, HDAC4, RNF4, PLEKHA7, NOP16, PPRC1, BCL6B, DNMT1, PDCD6, ABCF2, E2F6, LYAR, TCOF1, CAD, PKM, FUBP1, RRN3, RRP1B, DYNLL1, GRWD1, AEN, HMOX1, USP10, NCKIPSD, TWISTNB, MDN1, FTSJ3, ZW10, NOL6, ACO2, ZDHHC7, G3BP1, TP53, POLR1A, DIEXF, POLR1B, TRMT61A, UBE2O, PPM1G, POGK, GTF2I, ZNF276, WRNIP1, UGDH, MKNK1, BMS1, NUP214, DDX19A, DHX15, SPATA2, USP36, ZSCAN29, NSUN2, NSUN5, TES, GEMIN5, PDCD11, NACC2, PNO1, LMNA, TRIM27, POLR3E, DOT1L, ICK, PPP1R8, ID1, PSPC1, NOP58, ID3, DENND4B, IPPK"	1.74	3.15E-09	IBA_high
GOTERM_CC_DIRECT	GO:0032040~small-subunit processome	9	4.55E-09	"NOL6, NOP14, PDCD11, EMG1, NOP58, DIEXF, HEATR1, NOP56, PWP2"	22.42	2.98E-07	IBA_high
GOTERM_CC_DIRECT	GO:0005829~cytosol	68	7.08E-07	"ABCF1, CNOT9, NARS, EIF5B, CAD, CKB, PKM, BAK1, GSR, CIPC, DYNLL1, RRP1B, HMOX1, WDR77, MLKL, NCKIPSD, ZW10, ANAPC1, PDXK, SGK3, G3BP1, TP53, CCT6A, UBE2O, RCC2, EIF2S1, TRAPPC4, FARSA, SRXN1, ALDOA, MIDN, GCLC, SRM, PHKA1, NOB1, UGDH, CTPS1, MKNK1, GCLM, TPM4, WDR45B, NUP214, MMACHC, SQSTM1, UCK2, DNAJA4, TRAF3, GEMIN5, PDCD11, TCP1, PELI1, TSR1, MAT2A, SMG5, TBC1D10A, PNO1, TRIM27, LMNA, RNPS1, KCTD5, POLR3E, DDX58, HDAC4, ICK, YWHAH, MPI, IST1, IPPK"	1.79	3.71E-05	IBA_high
GOTERM_BP_DIRECT	"GO:0000462~maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	7	2.02E-06	"NOP14, TSR1, EMG1, DIEXF, HEATR1, BMS1, PWP2"	18.01	1.00E-03	IBA_high
GOTERM_MF_DIRECT	GO:0005515~protein binding	136	2.58E-06	"CNOT9, U2AF2, RBM15B, NAA15, EIF5B, WDR82, TOMM70, MMRN2, ANKRD52, WDR74, BAK1, CIPC, TAF5L, WDR77, YEATS2, PUM3, HIRIP3, MLKL, DDX21, SAP30L, SS18L1, GNL3, GTPBP4, EMG1, RRP7A, EXD2, MRTO4, NOP2, RCC2, EIF2S1, TELO2, TRAPPC4, MYBBP1A, TNFAIP1, PNMA1, ALDOA, SRM, ANKS4B, SLX4, HNRNPM, SLC48A1, NAT10, TRAF7, DNAJA4, TRAF3, HNRNPAB, NKRF, PELI1, EHMT1, SMG5, TBC1D10A, ARID3A, RNPS1, HEATR1, KCTD5, CYB561A3, SEPT11, DDX58, HDAC4, LYVE1, METTL13, DDX55, RNF4, NOLC1, POP1, DNMT1, GPATCH4, PDCD6, ABCF1, E2F6, LYAR, TCOF1, SLA, CKB, FUBP1, PKM, AGPAT5, DYNLL1, AEN, HMOX1, USP10, NCKIPSD, CDK16, TSEN2, MDN1, ANO6, FTSJ3, ZW10, ICAM1, SGK3, G3BP1, TP53, POLR1A, DIEXF, POLR1B, CCT6A, UBE2O, PPM1G, POGK, GTF2I, FARSA, ZNF276, UTP4, CSF1, WRNIP1, MKNK1, TPM4, NUP214, IL10RB, MMACHC, SQSTM1, DDX19A, DHX15, SPATA2, WDR12, GEMIN5, TES, PDCD11, TCP1, NACC2, MAT2A, PAK1IP1, LMNA, TRIM27, DOT1L, ICK, YWHAH, PPP1R8, ID1, IST1, PSPC1, NOP58, NOP56, ID3, BCAR3, SH3BP2"	1.31	4.37E-04	IBA_high
GOTERM_MF_DIRECT	GO:0030515~snoRNA binding	6	3.69E-06	"NOP14, NOP58, DDX21, HEATR1, NOP56, PWP2"	24.24	4.16E-04	IBA_high
GOTERM_MF_DIRECT	GO:0005524~ATP binding	38	1.01E-05	"ABCF1, PGS1, ABCF2, GCLC, NARS, ACTR3B, WRNIP1, MKNK1, CTPS1, CAD, BMS1, CKB, PKM, DDX49, DDX19A, DHX15, MLKL, DDX21, NAT10, UCK2, CDK16, MDN1, DNAJA4, TCP1, PDXK, MAT2A, SGK3, G3BP1, TP53, CCT6A, DDX58, UBE2O, ICK, DDX55, NOLC1, FARSA, IPPK, SRXN1"	2.16	8.59E-04	IBA_high
GOTERM_CC_DIRECT	"GO:0030687~preribosome, large subunit precursor"	6	1.75E-05	"WDR74, RRP1B, WDR12, MDN1, FTSJ3, MRTO4"	18.04	7.66E-04	IBA_high
GOTERM_CC_DIRECT	"GO:0030688~preribosome, small subunit precursor"	4	4.96E-05	"TSR1, RRP1B, NOB1, FTSJ3"	49.83	1.85E-03	IBA_high
GOTERM_CC_DIRECT	GO:0030686~90S preribosome	4	2.26E-04	"RSL1D1, NOP14, HEATR1, BMS1"	31.71	7.38E-03	IBA_high
GOTERM_CC_DIRECT	GO:0016020~membrane	43	5.27E-04	"ALDOA, ABCF1, CNOT9, ABCF2, CSF1, WRNIP1, NAA15, CTPS1, CAD, SGMS1, TOMM70, TPM4, HNRNPM, DYNLL1, DDX19A, HMOX1, NAT10, DDX21, ANO6, MDN1, DNAJA4, ZW10, GEMIN5, GNL3, ICAM1, GTPBP4, TRIM27, UNC5CL, HEATR1, RSL1D1, NOP14, PPM1G, LYVE1, DDX55, RCC2, GTF2I, EIF2S1, TELO2, NOP58, NOP56, FARSA, MYBBP1A, PTAFR"	1.70	1.52E-02	IBA_high
GOTERM_BP_DIRECT	GO:0000154~rRNA modification	3	8.59E-04	"NOP58, NAT10, NOP56"	61.74	2.48E-01	IBA_high
GOTERM_MF_DIRECT	GO:0004004~ATP-dependent RNA helicase activity	6	9.86E-04	"DDX55, DDX49, DDX19A, G3BP1, DHX15, DDX21"	7.83	6.47E-02	IBA_high
GOTERM_MF_DIRECT	GO:0034511~U3 snoRNA binding	3	1.99E-03	"TSR1, DIEXF, BMS1"	42.41	1.06E-01	IBA_high
GOTERM_BP_DIRECT	GO:0070475~rRNA base methylation	3	4.95E-03	"NOP2, EMG1, NSUN5"	27.44	7.08E-01	IBA_high
GOTERM_BP_DIRECT	"GO:0000463~maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	3	4.95E-03	"GTPBP4, WDR12, FTSJ3"	27.44	7.08E-01	IBA_high
GOTERM_MF_DIRECT	GO:0003676~nucleic acid binding	22	5.91E-03	"ZNF276, NKRF, NARS, RBM15B, G3BP1, TRIM27, EXD2, RNPS1, DDX58, DDX55, DDX49, POGK, DDX19A, AEN, PPRC1, PSPC1, BCL6B, GPATCH4, TSEN2, ZSCAN29, RBM28, HNRNPAB"	1.89	2.50E-01	IBA_high
GOTERM_CC_DIRECT	GO:0016604~nuclear body	4	6.21E-03	"NACC2, TP53, SS18L1, GEMIN5"	10.57	1.51E-01	IBA_high
GOTERM_BP_DIRECT	"GO:0045815~positive regulation of gene expression, epigenetic"	5	6.70E-03	"POLR1A, DDX21, POLR1B, TWISTNB, MYBBP1A"	6.64	7.37E-01	IBA_high
GOTERM_BP_DIRECT	GO:0006361~transcription initiation from RNA polymerase I promoter	4	7.27E-03	"RRN3, POLR1A, POLR1B, TWISTNB"	9.98	7.01E-01	IBA_high
GOTERM_MF_DIRECT	GO:0001054~RNA polymerase I activity	3	8.36E-03	"POLR1A, POLR1B, TWISTNB"	21.21	2.99E-01	IBA_high
GOTERM_CC_DIRECT	GO:0005736~DNA-directed RNA polymerase I complex	3	9.31E-03	"POLR1A, POLR1B, TWISTNB"	20.12	2.00E-01	IBA_high
GOTERM_MF_DIRECT	GO:0003899~DNA-directed RNA polymerase activity	4	9.92E-03	"POLR1A, POLR1B, TWISTNB, POLR3E"	8.93	3.13E-01	IBA_high
GOTERM_CC_DIRECT	GO:0043231~intracellular membrane-bounded organelle	19	1.18E-05	"ACOX2, CGRRF1, STX2, CYP51A1, DIAPH2, GPLD1, RORC, SIX5, ITM2B, MANBA, RAB11FIP5, CYP39A1, SQLE, HSD17B4, QSOX1, NSDHL, SLC25A17, BARD1, PPP5C"	3.409508055	0.002704643	IBA_low
GOTERM_BP_DIRECT	GO:0006695~cholesterol biosynthetic process	6	3.73E-05	"SQLE, CYP51A1, NPC1L1, MVK, NSDHL, DHCR24"	15.59628483	0.034305606	IBA_low
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	49	7.97E-05	"RTN4, BTD, RAB5B, TSPAN3, GPLD1, RAB1B, MTHFD1, SLC23A1, BHLHB9, ITIH1, TMEM59, KIFAP3, SND1, ITIH4, SERPINA3, SLC25A1, ITIH2, ITIH3, CDK5RAP2, ITFG1, MVB12B, STX2, QDPR, ACTN3, C8G, INHBC, F2, MVK, KALRN, GC, RBP5, TF, CAB39L, CD248, RRM2B, ITM2B, SEC14L3, PAFAH1B3, TMED10, APMAP, QSOX1, MYO1C, AKR1E2, ABHD14B, PCK2, PYGL, HEBP2, HDHD2, SERPIND1"	1.745450565	0.009087377	IBA_low
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	18	1.01E-04	"AKR1E2, HSD17B2, ADHFE1, CYP51A1, LDHD, QDPR, STAB2, RRM2B, MTHFD1, CYP39A1, SQLE, BCO1, DPYD, GFOD1, QSOX1, NSDHL, CRYZL1, DHCR24"	3.003338633	0.046306141	IBA_low
GOTERM_CC_DIRECT	GO:0005789~endoplasmic reticulum membrane	22	1.36E-04	"RTN4, SEC31B, HSD17B2, CYP51A1, ARMC10, RAB1B, MFSD2A, ATP11C, TRIQK, VTI1A, OS9, MIA2, CYP39A1, CNIH3, SQLE, MCFD2, TMED10, ORMDL3, TAPBPL, NSDHL, DHCR24, ALG14"	2.55556972	0.01030372	IBA_low
GOTERM_CC_DIRECT	GO:0072562~blood microparticle	9	1.41E-04	"GC, TF, BCHE, ITIH1, F2, ITIH4, SERPINA3, ITIH2, C8G"	5.928860613	0.00802273	IBA_low
GOTERM_BP_DIRECT	GO:0030212~hyaluronan metabolic process	4	2.06E-04	"ITIH1, ITIH4, ITIH2, ITIH3"	32.9254902	0.062219407	IBA_low
GOTERM_BP_DIRECT	GO:0006888~ER to Golgi vesicle-mediated transport	9	2.18E-04	"MIA2, COG5, F5, CNIH3, MCFD2, F2, TMED10, RAB1B, VTI1A"	5.556176471	0.0495914	IBA_low
GOTERM_BP_DIRECT	GO:0048208~COPII vesicle coating	6	3.67E-04	"F5, TRAPPC9, CNIH3, MCFD2, TMED10, RAB1B"	9.715718419	0.066380526	IBA_low
GOTERM_BP_DIRECT	GO:0030193~regulation of blood coagulation	4	6.14E-04	"STX2, F2, STAB2, SCARA5"	23.24152249	0.091253791	IBA_low
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	27	6.98E-04	"ACOX2, ADHFE1, FARS2, DIAPH2, LDHD, PEX5, RAB1B, RRM2B, TMEM143, CLYBL, MTHFD1, MUT, SND1, HSD17B4, GHR, PDK1, NADK2, ARMC10, QDPR, PLGRKT, PCK2, ISCA2, HEBP2, MAPK9, AGXT2, FPGS, SLC25A17"	2.031224973	0.031466366	IBA_low
GOTERM_CC_DIRECT	GO:0012507~ER to Golgi transport vesicle membrane	5	1.76E-03	"SEC31B, CNIH3, MCFD2, TMED10, VTI1A"	9.628064243	0.064917943	IBA_low
GOTERM_CC_DIRECT	GO:0000139~Golgi membrane	15	2.37E-03	"RAB1B, ITM2B, WIPI1, VTI1A, RAB11FIP5, COG5, F5, TRAPPC9, CNIH3, TMEM59, MCFD2, TMED10, HS6ST1, TAPBPL, DHCR24"	2.541417973	0.074792471	IBA_low
GOTERM_MF_DIRECT	GO:0004867~serine-type endopeptidase inhibitor activity	6	2.49E-03	"ITIH1, ITIH4, SERPINA3, ITIH2, ITIH3, SERPIND1"	6.366985165	0.609353672	IBA_low
GOTERM_MF_DIRECT	GO:0016491~oxidoreductase activity	8	3.32E-03	"ADHFE1, HSD17B2, AKR1E2, SQLE, HSD17B4, RRM2B, GFOD1, CRYZL1"	4.117317073	0.465868361	IBA_low
GOTERM_MF_DIRECT	GO:0050660~flavin adenine dinucleotide binding	5	3.39E-03	"ACOX2, SQLE, LDHD, DPYD, DHCR24"	8.041634909	0.347703793	IBA_low
GOTERM_CC_DIRECT	GO:0033116~endoplasmic reticulum-Golgi intermediate compartment membrane	5	3.76E-03	"F5, CNIH3, MCFD2, TMED10, RAB1B"	7.822802198	0.102243732	IBA_low
GOTERM_CC_DIRECT	GO:0005777~peroxisome	6	3.81E-03	"ACOX2, TMEM135, PEX5, MVK, HSD17B4, SLC25A17"	5.776838546	0.09251785	IBA_low
GOTERM_BP_DIRECT	GO:0002576~platelet degranulation	6	3.85E-03	"TF, F5, ITIH4, SERPINA3, ITIH3, QSOX1"	5.75396916	0.402961002	IBA_low
GOTERM_BP_DIRECT	GO:0006694~steroid biosynthetic process	4	4.01E-03	"HSD17B2, CYP51A1, PBX1, NSDHL"	12.34705882	0.374673912	IBA_low
GOTERM_BP_DIRECT	GO:0010867~positive regulation of triglyceride biosynthetic process	3	5.22E-03	"LDLR, GPLD1, NR1H3"	26.93903743	0.419260991	IBA_low
GOTERM_CC_DIRECT	GO:0005759~mitochondrial matrix	10	5.52E-03	"PDK1, MUT, ISCA2, ADHFE1, BTD, FARS2, MTERF2, AGXT2, PCK2, FPGS"	3.06213664	0.119012436	IBA_low
GOTERM_MF_DIRECT	GO:0004866~endopeptidase inhibitor activity	4	6.72E-03	"ITIH4, ITIH2, ITIH3, SERPIND1"	10.29329268	0.470371053	IBA_low
GOTERM_BP_DIRECT	GO:0010951~negative regulation of endopeptidase activity	6	7.58E-03	"ITIH1, ITIH4, SERPINA3, ITIH2, ITIH3, SERPIND1"	4.898006806	0.509013829	IBA_low
GOTERM_CC_DIRECT	GO:0005769~early endosome	8	8.04E-03	"TF, RAB11FIP5, RAB5B, LDLR, DIAPH2, RABGAP1L, KIAA0319, MVB12B"	3.498056529	0.154607008	IBA_low
GOTERM_BP_DIRECT	GO:0006635~fatty acid beta-oxidation	4	9.80E-03	"ACOX2, PEX5, HSD17B4, SLC25A17"	8.979679144	0.56718437	IBA_low
GOTERM_BP_DIRECT	GO:0006473~protein acetylation	3	8.09E-04	"ING4, KAT2B, NUPR1"	68.2601626	0.333468779	SA_high
GOTERM_MF_DIRECT	GO:0004842~ubiquitin-protein transferase activity	7	0.004991766	"WSB1, UBE3B, KLHL17, FBXO2, KLHL24, RNF19B, KLHL2"	4.380124546	0.696087476	SA_high
