pathway,GO
REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM,GO:1905330
NEGATIVE_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM,GO:1905331
POSITIVE_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM,GO:1905332
REGULATION_OF_GASTRIC_MOTILITY,GO:1905333
PROTEIN_LOCALIZATION_TO_PRESYNAPSE,GO:1905383
REGULATION_OF_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,GO:1905446
REGULATION_OF_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_PHAGOCYTOSIS,GO:1905449
POSITIVE_REGULATION_OF_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_PHAGOCYTOSIS,GO:1905451
REGULATION_OF_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION,GO:1905456
NEGATIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,GO:1905460
POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,GO:1905461
REGULATION_OF_DNA_DUPLEX_UNWINDING,GO:1905462
REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,GO:1905475
NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,GO:1905476
POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,GO:1905477
PROTEIN_LOCALIZATION_TO_MICROTUBULE_ORGANIZING_CENTER,GO:1905508
NON_MOTILE_CILIUM_ASSEMBLY,GO:1905515
POSITIVE_REGULATION_OF_FERTILIZATION,GO:1905516
MACROPHAGE_MIGRATION,GO:1905517
REGULATION_OF_MACROPHAGE_MIGRATION,GO:1905521
NEGATIVE_REGULATION_OF_MACROPHAGE_MIGRATION,GO:1905522
POSITIVE_REGULATION_OF_MACROPHAGE_MIGRATION,GO:1905523
NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION,GO:1905563
POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION,GO:1905564
REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_BINDING,GO:1905595
REGULATION_OF_PROTEIN_LOCALIZATION_TO_CHROMATIN,GO:1905634
REGULATION_OF_ARTERY_MORPHOGENESIS,GO:1905651
NEGATIVE_REGULATION_OF_ARTERY_MORPHOGENESIS,GO:1905652
REGULATION_OF_PROTEIN_LOCALIZATION_TO_ENDOSOME,GO:1905666
REGULATION_OF_LYSOSOME_ORGANIZATION,GO:1905671
NEGATIVE_REGULATION_OF_MEMBRANE_PERMEABILITY,GO:1905709
POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY,GO:1905710
REGULATION_OF_MESODERMAL_CELL_DIFFERENTIATION,GO:1905770
NEGATIVE_REGULATION_OF_SYNAPSE_ORGANIZATION,GO:1905809
REGULATION_OF_CHROMOSOME_SEPARATION,GO:1905818
POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION,GO:1905820
POSITIVE_REGULATION_OF_SPINDLE_ASSEMBLY,GO:1905832
REGULATION_OF_POSTSYNAPTIC_DENSITY_ORGANIZATION,GO:1905874
REGULATION_OF_OOGENESIS,GO:1905879
REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,GO:1905897
POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,GO:1905898
REGULATION_OF_MESODERM_FORMATION,GO:1905902
POSITIVE_REGULATION_OF_MESODERM_FORMATION,GO:1905904
REGULATION_OF_AMYLOID_FIBRIL_FORMATION,GO:1905906
REGULATION_OF_GONAD_DEVELOPMENT,GO:1905939
NEGATIVE_REGULATION_OF_GONAD_DEVELOPMENT,GO:1905940
POSITIVE_REGULATION_OF_GONAD_DEVELOPMENT,GO:1905941
REGULATION_OF_LIPID_LOCALIZATION,GO:1905952
NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION,GO:1905953
POSITIVE_REGULATION_OF_LIPID_LOCALIZATION,GO:1905954
AMYLOID_FIBRIL_FORMATION,GO:1990000
INHIBITION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,GO:1990001
CALCIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE,GO:1990034
RETROGRADE_NEURONAL_DENSE_CORE_VESICLE_TRANSPORT,GO:1990049
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA,GO:1990144
PROTEIN_LOCALIZATION_TO_NUCLEOPLASM,GO:1990173
CELLULAR_RESPONSE_TO_LEUCINE_STARVATION,GO:1990253
PEPTIDYL_TYROSINE_DEPHOSPHORYLATION_INVOLVED_IN_INACTIVATION_OF_PROTEIN_KINASE_ACTIVITY,GO:1990264
NEUTROPHIL_MIGRATION,GO:1990266
CELLULAR_RESPONSE_TO_INSULIN_LIKE_GROWTH_FACTOR_STIMULUS,GO:1990314
EMBRYONIC_BRAIN_DEVELOPMENT,GO:1990403
CELLULAR_RESPONSE_TO_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_STIMULUS,GO:1990416
MRNA_PSEUDOURIDINE_SYNTHESIS,GO:1990481
DENSE_CORE_GRANULE_EXOCYTOSIS,GO:1990504
PIRNA_BIOSYNTHETIC_PROCESS,GO:1990511
NEURON_PROJECTION_MAINTENANCE,GO:1990535
PROTEIN_POLYUFMYLATION,GO:1990564
POTASSIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,GO:1990573
VESICLE_FUSION_WITH_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT_ERGIC_MEMBRANE,GO:1990668
PRESYNAPTIC_ACTIVE_ZONE_ORGANIZATION,GO:1990709
CELLULAR_DETOXIFICATION,GO:1990748
TUMOR_NECROSIS_FACTOR_SECRETION,GO:1990774
DORSAL_ROOT_GANGLION_DEVELOPMENT,GO:1990791
BASIC_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,GO:1990822
RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR,GO:1990823
ADAPTIVE_THERMOGENESIS,GO:1990845
RESPONSE_TO_CHEMOKINE,GO:1990868
RESPONSE_TO_AMINO_ACID_STARVATION,GO:1990928
NEGATIVE_REGULATION_OF_DNA_DAMAGE_CHECKPOINT,GO:2000002
NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE,GO:2000009
REGULATION_OF_MALE_GONAD_DEVELOPMENT,GO:2000018
REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS,GO:2000027
REGULATION_OF_STEM_CELL_DIVISION,GO:2000035
NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION,GO:2000042
NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN,GO:2000048
POSITIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN,GO:2000049
NEGATIVE_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY,GO:2000051
REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,GO:2000058
NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,GO:2000059
POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,GO:2000060
REGULATION_OF_TYPE_B_PANCREATIC_CELL_DEVELOPMENT,GO:2000074
POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY,GO:2000096
REGULATION_OF_MACROPHAGE_APOPTOTIC_PROCESS,GO:2000109
NEGATIVE_REGULATION_OF_MACROPHAGE_APOPTOTIC_PROCESS,GO:2000110
REGULATION_OF_SODIUM_DEPENDENT_PHOSPHATE_TRANSPORT,GO:2000118
POSITIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS,GO:2000138
NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,GO:2000143
NEGATIVE_REGULATION_OF_CELL_MOTILITY,GO:2000146
REGULATION_OF_PEPTIDYL_CYSTEINE_S_NITROSYLATION,GO:2000169
REGULATION_OF_BRANCHING_MORPHOGENESIS_OF_A_NERVE,GO:2000172
NEGATIVE_REGULATION_OF_FATTY_ACID_TRANSPORT,GO:2000192
POSITIVE_REGULATION_OF_FATTY_ACID_TRANSPORT,GO:2000193
NEGATIVE_REGULATION_OF_FEMALE_GONAD_DEVELOPMENT,GO:2000195
REGULATION_OF_RIBONUCLEOPROTEIN_COMPLEX_LOCALIZATION,GO:2000197
POSITIVE_REGULATION_OF_ANOIKIS,GO:2000210
NEGATIVE_REGULATION_OF_FEEDING_BEHAVIOR,GO:2000252
POSITIVE_REGULATION_OF_FEEDING_BEHAVIOR,GO:2000253
NEGATIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS,GO:2000270
POSITIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS,GO:2000271
NEGATIVE_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY,GO:2000272
POSITIVE_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY,GO:2000273
POSITIVE_REGULATION_OF_MYOBLAST_PROLIFERATION,GO:2000288
REGULATION_OF_NMDA_RECEPTOR_ACTIVITY,GO:2000310
REGULATION_OF_AMPA_RECEPTOR_ACTIVITY,GO:2000311
REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE,GO:2000316
POSITIVE_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE,GO:2000318
POSITIVE_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION,GO:2000321
REGULATION_OF_GLUCOCORTICOID_RECEPTOR_SIGNALING_PATHWAY,GO:2000322
REGULATION_OF_T_HELPER_17_CELL_LINEAGE_COMMITMENT,GO:2000328
POSITIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION,GO:2000343
POSITIVE_REGULATION_OF_HEPATOCYTE_PROLIFERATION,GO:2000347
REGULATION_OF_CD40_SIGNALING_PATHWAY,GO:2000348
REGULATION_OF_OVARIAN_FOLLICLE_DEVELOPMENT,GO:2000354
REGULATION_OF_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA,GO:2000359
REGULATION_OF_CLATHRIN_DEPENDENT_ENDOCYTOSIS,GO:2000369
REGULATION_OF_DNA_TOPOISOMERASE_ATP_HYDROLYZING_ACTIVITY,GO:2000371
NEGATIVE_REGULATION_OF_MESODERM_DEVELOPMENT,GO:2000381
POSITIVE_REGULATION_OF_MESODERM_DEVELOPMENT,GO:2000382
REGULATION_OF_LAMELLIPODIUM_MORPHOGENESIS,GO:2000392
POSITIVE_REGULATION_OF_LAMELLIPODIUM_MORPHOGENESIS,GO:2000394
NEGATIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION,GO:2000402
NEGATIVE_REGULATION_OF_T_CELL_MIGRATION,GO:2000405
POSITIVE_REGULATION_OF_T_CELL_MIGRATION,GO:2000406
REGULATION_OF_EOSINOPHIL_MIGRATION,GO:2000416
REGULATION_OF_APOPTOTIC_CELL_CLEARANCE,GO:2000425
POSITIVE_REGULATION_OF_APOPTOTIC_CELL_CLEARANCE,GO:2000427
REGULATION_OF_GLYCOGEN_STARCH_SYNTHASE_ACTIVITY,GO:2000465
POSITIVE_REGULATION_OF_GLYCOGEN_STARCH_SYNTHASE_ACTIVITY,GO:2000467
NEGATIVE_REGULATION_OF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY,GO:2000480
POSITIVE_REGULATION_OF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY,GO:2000481
NEGATIVE_REGULATION_OF_INTERLEUKIN_8_SECRETION,GO:2000483
REGULATION_OF_NATURAL_KILLER_CELL_CHEMOTAXIS,GO:2000501
POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_CHEMOTAXIS,GO:2000503
POSITIVE_REGULATION_OF_BLOOD_VESSEL_REMODELING,GO:2000504
REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS,GO:2000508
REGULATION_OF_ENTRY_OF_BACTERIUM_INTO_HOST_CELL,GO:2000535
NEGATIVE_REGULATION_OF_GASTRULATION,GO:2000542
POSITIVE_REGULATION_OF_GASTRULATION,GO:2000543
REGULATION_OF_T_HELPER_2_CELL_CYTOKINE_PRODUCTION,GO:2000551
POSITIVE_REGULATION_OF_T_HELPER_2_CELL_CYTOKINE_PRODUCTION,GO:2000553
REGULATION_OF_T_HELPER_1_CELL_CYTOKINE_PRODUCTION,GO:2000554
NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION,GO:2000562
REGULATION_OF_MICROTUBULE_MOTOR_ACTIVITY,GO:2000574
REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_ALPHA_SIGNALING_PATHWAY,GO:2000583
REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY,GO:2000586
POSITIVE_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION,GO:2000601
REGULATION_OF_THYROID_HORMONE_GENERATION,GO:2000609
POSITIVE_REGULATION_OF_HISTONE_H3_K9_ACETYLATION,GO:2000617
REGULATION_OF_HISTONE_H4_K16_ACETYLATION,GO:2000618
REGULATION_OF_MIRNA_METABOLIC_PROCESS,GO:2000628
POSITIVE_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT,GO:2000643
REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS,GO:2000644
POSITIVE_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS,GO:2000646
REGULATION_OF_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY,GO:2000659
NEGATIVE_REGULATION_OF_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY,GO:2000660
POSITIVE_REGULATION_OF_INTERLEUKIN_5_SECRETION,GO:2000664
POSITIVE_REGULATION_OF_INTERLEUKIN_13_SECRETION,GO:2000667
NEGATIVE_REGULATION_OF_DENDRITIC_CELL_APOPTOTIC_PROCESS,GO:2000669
REGULATION_OF_MOTOR_NEURON_APOPTOTIC_PROCESS,GO:2000671
NEGATIVE_REGULATION_OF_TYPE_B_PANCREATIC_CELL_APOPTOTIC_PROCESS,GO:2000675
NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,GO:2000697
POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,GO:2000698
REGULATION_OF_CARDIAC_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,GO:2000722
POSITIVE_REGULATION_OF_CARDIAC_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,GO:2000724
REGULATION_OF_MESENCHYMAL_STEM_CELL_DIFFERENTIATION,GO:2000739
REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION,GO:2000756
NEGATIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION,GO:2000757
POSITIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION,GO:2000758
NEGATIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION,GO:2000766
POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION,GO:2000767
POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR,GO:2000781
POSITIVE_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY,GO:2000786
REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_MORPHOGENESIS,GO:2000794
REGULATION_OF_SYNAPTIC_VESICLE_CLUSTERING,GO:2000807
POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_CLUSTERING,GO:2000809
NEGATIVE_REGULATION_OF_MYOBLAST_PROLIFERATION,GO:2000818
POSITIVE_REGULATION_OF_STEROID_HORMONE_SECRETION,GO:2000833
POSITIVE_REGULATION_OF_CORTICOSTEROID_HORMONE_SECRETION,GO:2000848
POSITIVE_REGULATION_OF_GLUCOCORTICOID_SECRETION,GO:2000851
POSITIVE_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY,GO:2000969
NEGATIVE_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION,GO:2001015
POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION,GO:2001016
REGULATION_OF_RESPONSE_TO_DRUG,GO:2001023
NEGATIVE_REGULATION_OF_RESPONSE_TO_DRUG,GO:2001024
POSITIVE_REGULATION_OF_RESPONSE_TO_DRUG,GO:2001025
NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS,GO:2001027
REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING,GO:2001032
NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING,GO:2001033
POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING,GO:2001034
REGULATION_OF_CELLULAR_RESPONSE_TO_DRUG,GO:2001038
NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_DRUG,GO:2001039
POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_DRUG,GO:2001040
REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,GO:2001044
POSITIVE_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,GO:2001046
NEGATIVE_REGULATION_OF_MESENCHYMAL_CELL_APOPTOTIC_PROCESS,GO:2001054
POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,GO:2001056
REGULATION_OF_ENDOCYTIC_RECYCLING,GO:2001135
POSITIVE_REGULATION_OF_ENDOCYTIC_RECYCLING,GO:2001137
POSITIVE_REGULATION_OF_PHOSPHOLIPID_TRANSPORT,GO:2001140
REGULATION_OF_HISTONE_H2B_UBIQUITINATION,GO:2001166
REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS,GO:2001169
POSITIVE_REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS,GO:2001171
POSITIVE_REGULATION_OF_INTERLEUKIN_10_SECRETION,GO:2001181
REGULATION_OF_INTERLEUKIN_12_SECRETION,GO:2001182
REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,GO:2001185
NEGATIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,GO:2001186
POSITIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,GO:2001187
REGULATION_OF_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL,GO:2001188
NEGATIVE_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION,GO:2001199
REGULATION_OF_OSTEOCLAST_DEVELOPMENT,GO:2001204
NEGATIVE_REGULATION_OF_OSTEOCLAST_DEVELOPMENT,GO:2001205
POSITIVE_REGULATION_OF_OSTEOCLAST_DEVELOPMENT,GO:2001206
POSITIVE_REGULATION_OF_VASCULOGENESIS,GO:2001214
NEGATIVE_REGULATION_OF_NEURON_MIGRATION,GO:2001223
REGULATION_OF_CHLORIDE_TRANSPORT,GO:2001225
REGULATION_OF_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS,GO:2001245
REGULATION_OF_STORE_OPERATED_CALCIUM_ENTRY,GO:2001256
NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,GO:2001268
REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS,GO:2001270
REGULATION_OF_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS,GO:2001279
POSITIVE_REGULATION_OF_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS,GO:2001280
REGULATION_OF_CAVEOLIN_MEDIATED_ENDOCYTOSIS,GO:2001286
PCAF_COMPLEX,GO:0000125
TRANSCRIPTION_FACTOR_TFIIIB_COMPLEX,GO:0000126
TRANSCRIPTION_FACTOR_TFIIIC_COMPLEX,GO:0000127
GOLGI_CIS_CISTERNA,GO:0000137
GOLGI_TRANS_CISTERNA,GO:0000138
RIBONUCLEASE_MRP_COMPLEX,GO:0000172
COMMITMENT_COMPLEX,GO:0000243
THO_COMPLEX,GO:0000347
PHAGOPHORE_ASSEMBLY_SITE,GO:0000407
EKC_KEOPS_COMPLEX,GO:0000408
TRANSCRIPTION_FACTOR_TFIIH_CORE_COMPLEX,GO:0000439
GLYCOSYLPHOSPHATIDYLINOSITOL_N_ACETYLGLUCOSAMINYLTRANSFERASE_GPI_GNT_COMPLEX,GO:0000506
CONDENSED_NUCLEAR_CHROMOSOME_KINETOCHORE,GO:0000778
CONDENSIN_COMPLEX,GO:0000796
CENTRAL_ELEMENT,GO:0000801
X_CHROMOSOME,GO:0000805
ORIGIN_RECOGNITION_COMPLEX,GO:0000808
SWR1_COMPLEX,GO:0000812
ESCRT_I_COMPLEX,GO:0000813
ER_UBIQUITIN_LIGASE_COMPLEX,GO:0000835
EQUATORIAL_MICROTUBULE_ORGANIZING_CENTER,GO:0000923
GAMMA_TUBULIN_LARGE_COMPLEX,GO:0000931
P_BODY,GO:0000932
GARP_COMPLEX,GO:0000938
SAM_COMPLEX,GO:0001401
PAM_COMPLEX_TIM23_ASSOCIATED_IMPORT_MOTOR,GO:0001405
OUTER_DENSE_FIBER,GO:0001520
MICROFIBRIL,GO:0001527
RADIAL_SPOKE,GO:0001534
FIBRILLAR_CENTER,GO:0001650
GRANULAR_COMPONENT,GO:0001652
SEX_CHROMATIN,GO:0001739
FEMALE_PRONUCLEUS,GO:0001939
MALE_PRONUCLEUS,GO:0001940
INNER_ACROSOMAL_MEMBRANE,GO:0002079
STEREOCILIA_COUPLING_LINK,GO:0002139
MANCHETTE,GO:0002177
PALMITOYLTRANSFERASE_COMPLEX,GO:0002178
RIBOSE_PHOSPHATE_DIPHOSPHOKINASE_COMPLEX,GO:0002189
ZONA_PELLUCIDA_RECEPTOR_COMPLEX,GO:0002199
FIBRINOGEN_COMPLEX,GO:0005577
MEMBRANE_ATTACK_COMPLEX,GO:0005579
FIBRILLAR_COLLAGEN_TRIMER,GO:0005583
COLLAGEN_TYPE_IV_TRIMER,GO:0005587
FACIT_COLLAGEN_TRIMER,GO:0005593
NUCLEAR_ENVELOPE_LUMEN,GO:0005641
ANNULATE_LAMELLAE,GO:0005642
NUCLEAR_LAMINA,GO:0005652
NUCLEOLAR_RIBONUCLEASE_P_COMPLEX,GO:0005655
ALPHA_DNA_POLYMERASE_PRIMASE_COMPLEX,GO:0005658
DNA_REPLICATION_FACTOR_C_COMPLEX,GO:0005663
RNA_POLYMERASE_II_CORE_COMPLEX,GO:0005665
RNA_POLYMERASE_III_COMPLEX,GO:0005666
TRANSCRIPTION_FACTOR_TFIIA_COMPLEX,GO:0005672
TRANSCRIPTION_FACTOR_TFIIH_HOLO_COMPLEX,GO:0005675
CHROMATIN_SILENCING_COMPLEX,GO:0005677
U7_SNRNP,GO:0005683
U4_SNRNP,GO:0005687
U6_SNRNP,GO:0005688
PERICHROMATIN_FIBRILS,GO:0005726
RNA_POLYMERASE_I_COMPLEX,GO:0005736
MITOCHONDRIAL_OUTER_MEMBRANE_TRANSLOCASE_COMPLEX,GO:0005742
TIM23_MITOCHONDRIAL_IMPORT_INNER_MEMBRANE_TRANSLOCASE_COMPLEX,GO:0005744
MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_IV,GO:0005751
SECONDARY_LYSOSOME,GO:0005767
SIGNAL_RECOGNITION_PARTICLE_RECEPTOR_COMPLEX,GO:0005785
SIGNAL_RECOGNITION_PARTICLE_ENDOPLASMIC_RETICULUM_TARGETING,GO:0005786
SIGNAL_PEPTIDASE_COMPLEX,GO:0005787
GOLGI_MEDIAL_CISTERNA,GO:0005797
LIPID_DROPLET,GO:0005811
ASTER,GO:0005818
POLAR_MICROTUBULE,GO:0005827
KINETOCHORE_MICROTUBULE,GO:0005828
CHAPERONIN_CONTAINING_T_COMPLEX,GO:0005832
PROTEASOME_CORE_COMPLEX,GO:0005839
EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_2_COMPLEX,GO:0005850
EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_2B_COMPLEX,GO:0005851
TROPONIN_COMPLEX,GO:0005861
DYNACTIN_COMPLEX,GO:0005869
AXONEMAL_MICROTUBULE,GO:0005879
NEUROFILAMENT,GO:0005883
ACETYLCHOLINE_GATED_CHANNEL_COMPLEX,GO:0005892
INSULIN_RECEPTOR_COMPLEX,GO:0005899
CAVEOLA,GO:0005901
CLATHRIN_COATED_PIT,GO:0005905
ZONULA_ADHERENS,GO:0005915
FASCIA_ADHERENS,GO:0005916
CONNEXIN_COMPLEX,GO:0005922
MITOCHONDRIAL_ALPHA_KETOGLUTARATE_DEHYDROGENASE_COMPLEX,GO:0005947
CAMP_DEPENDENT_PROTEIN_KINASE_COMPLEX,GO:0005952
CALCINEURIN_COMPLEX,GO:0005955
PHOSPHORYLASE_KINASE_COMPLEX,GO:0005964
CYCLIN_CDK_POSITIVE_TRANSCRIPTION_ELONGATION_FACTOR_COMPLEX,GO:0008024
SPECTRIN,GO:0008091
OLIGOSACCHARYLTRANSFERASE_COMPLEX,GO:0008250
F_ACTIN_CAPPING_PROTEIN_COMPLEX,GO:0008290
PROTEASOME_REGULATORY_PARTICLE_LID_SUBCOMPLEX,GO:0008541
EPSILON_DNA_POLYMERASE_COMPLEX,GO:0008622
JUNCTIONAL_SARCOPLASMIC_RETICULUM_MEMBRANE,GO:0014701
SPECTRIN_ASSOCIATED_CYTOSKELETON,GO:0014731
DYSTROGLYCAN_COMPLEX,GO:0016011
PREFOLDIN_COMPLEX,GO:0016272
EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_4F_COMPLEX,GO:0016281
CATENIN_COMPLEX,GO:0016342
UNCONVENTIONAL_MYOSIN_COMPLEX,GO:0016461
NURD_COMPLEX,GO:0016581
NURF_COMPLEX,GO:0016589
RNA_POLYMERASE_II_HOLOENZYME,GO:0016591
CDC73_PAF1_COMPLEX,GO:0016593
FLOTILLIN_COMPLEX,GO:0016600
AMINOACYL_TRNA_SYNTHETASE_MULTIENZYME_COMPLEX,GO:0017101
PROTEASOME_CORE_COMPLEX_ALPHA_SUBUNIT_COMPLEX,GO:0019773
PROTEASOME_CORE_COMPLEX_BETA_SUBUNIT_COMPLEX,GO:0019774
TRAPP_COMPLEX,GO:0030008
CCR4_NOT_CORE_COMPLEX,GO:0030015
HEMIDESMOSOME,GO:0030056
MITOCHONDRIAL_CRISTA,GO:0030061
